Entity,Code,Day,people_vaccinated,738595-annotations
Afghanistan,AFG,2021-02-22,0,
Afghanistan,AFG,2021-02-28,8200,
Afghanistan,AFG,2021-03-16,54000,
Afghanistan,AFG,2021-04-07,120000,
Afghanistan,AFG,2021-04-22,240000,
Afghanistan,AFG,2021-05-11,448878,
Afghanistan,AFG,2021-05-20,470341,
Afghanistan,AFG,2021-05-24,476367,
Afghanistan,AFG,2021-05-26,479372,
Afghanistan,AFG,2021-05-27,479574,
Afghanistan,AFG,2021-05-30,480226,
Afghanistan,AFG,2021-06-02,481690,
Afghanistan,AFG,2021-06-03,481800,
Afghanistan,AFG,2021-06-08,482952,
Afghanistan,AFG,2021-06-14,484737,
Afghanistan,AFG,2021-06-22,582128,
Afghanistan,AFG,2021-06-27,649434,
Afghanistan,AFG,2021-06-30,699200,
Afghanistan,AFG,2021-07-05,726349,
Afghanistan,AFG,2021-07-07,735213,
Afghanistan,AFG,2021-07-11,742934,
Afghanistan,AFG,2021-08-20,770542,
Afghanistan,AFG,2021-08-31,773002,
Afghanistan,AFG,2021-09-30,828601,
Afghanistan,AFG,2021-11-14,3530173,
Afghanistan,AFG,2021-12-27,4142857,
Afghanistan,AFG,2022-01-09,4358570,
Afghanistan,AFG,2022-01-11,4378818,
Afghanistan,AFG,2022-01-13,4405897,
Afghanistan,AFG,2022-01-17,4432926,
Afghanistan,AFG,2022-01-19,4450211,
Afghanistan,AFG,2022-01-24,4486527,
Afghanistan,AFG,2022-01-26,4511372,
Afghanistan,AFG,2022-01-27,4517380,
Afghanistan,AFG,2022-01-31,4554648,
Afghanistan,AFG,2022-02-02,4577740,
Afghanistan,AFG,2022-02-07,4634282,
Afghanistan,AFG,2022-02-14,4723416,
Afghanistan,AFG,2022-02-20,4801524,
Afghanistan,AFG,2022-02-27,4907058,
Afghanistan,AFG,2022-03-06,4952744,
Afghanistan,AFG,2022-03-17,5066540,
Afghanistan,AFG,2022-03-22,5082824,
Afghanistan,AFG,2022-04-04,5188057,
Afghanistan,AFG,2022-04-14,5246981,
Afghanistan,AFG,2022-04-18,5253929,
Afghanistan,AFG,2022-04-26,5286657,
Afghanistan,AFG,2022-04-27,5287027,
Afghanistan,AFG,2022-05-05,5318484,
Afghanistan,AFG,2022-05-08,5320381,
Afghanistan,AFG,2022-05-10,5326298,
Afghanistan,AFG,2022-05-15,5359930,
Afghanistan,AFG,2022-05-23,5407462,
Afghanistan,AFG,2022-06-01,5456919,
Afghanistan,AFG,2022-06-15,5573175,
Afghanistan,AFG,2022-06-21,5629522,
Afghanistan,AFG,2022-06-30,5713284,
Afghanistan,AFG,2022-07-10,5755294,
Afghanistan,AFG,2022-07-17,5969406,
Afghanistan,AFG,2022-07-19,7139453,
Afghanistan,AFG,2022-07-27,7294709,
Afghanistan,AFG,2022-08-07,9066437,
Afghanistan,AFG,2022-08-15,10454698,
Afghanistan,AFG,2022-08-22,10615478,
Afghanistan,AFG,2022-08-31,10730669,
Afghanistan,AFG,2022-09-04,10748257,
Afghanistan,AFG,2022-09-11,10823299,
Afghanistan,AFG,2022-09-12,10827184,
Afghanistan,AFG,2022-09-19,10873999,
Afghanistan,AFG,2022-09-26,10917914,
Afghanistan,AFG,2022-09-28,10929549,
Afghanistan,AFG,2022-10-04,10961643,
Afghanistan,AFG,2022-10-11,10987211,
Afghanistan,AFG,2022-10-16,11012345,
Afghanistan,AFG,2022-10-24,11084618,
Afghanistan,AFG,2022-11-01,11130641,
Afghanistan,AFG,2022-11-02,11165700,
Afghanistan,AFG,2022-11-08,11196779,
Afghanistan,AFG,2022-11-15,11223064,
Afghanistan,AFG,2022-11-16,11236798,
Afghanistan,AFG,2022-11-27,11292816,
Afghanistan,AFG,2022-12-05,11320910,
Afghanistan,AFG,2022-12-22,11459692,
Afghanistan,AFG,2023-01-06,11533150,
Afghanistan,AFG,2023-01-16,11606705,
Afghanistan,AFG,2023-01-22,11672740,
Afghanistan,AFG,2023-01-29,11684678,
Afghanistan,AFG,2023-02-12,11764723,
Afghanistan,AFG,2023-02-14,11782909,
Afghanistan,AFG,2023-02-19,12380134,
Afghanistan,AFG,2023-02-23,12603710,
Afghanistan,AFG,2023-02-26,13195588,
Afghanistan,AFG,2023-02-28,13441995,
Afghanistan,AFG,2023-03-05,14055768,
Afghanistan,AFG,2023-03-12,14258889,
Afghanistan,AFG,2023-03-14,14260160,
Afghanistan,AFG,2023-03-19,14437250,
Afghanistan,AFG,2023-03-21,14444587,
Afghanistan,AFG,2023-03-26,14456834,
Afghanistan,AFG,2023-03-28,14457250,
Afghanistan,AFG,2023-04-02,14526772,
Afghanistan,AFG,2023-04-09,14559029,
Afghanistan,AFG,2023-04-11,14613185,
Afghanistan,AFG,2023-04-16,14640106,
Afghanistan,AFG,2023-04-18,14719397,
Afghanistan,AFG,2023-04-24,14732514,
Afghanistan,AFG,2023-04-25,14735342,
Afghanistan,AFG,2023-04-30,14778598,
Afghanistan,AFG,2023-05-03,14790567,
Afghanistan,AFG,2023-05-09,14823235,
Afghanistan,AFG,2023-05-14,14902276,
Afghanistan,AFG,2023-05-16,14949378,
Afghanistan,AFG,2023-05-21,15203606,
Afghanistan,AFG,2023-05-29,15875256,
Afghanistan,AFG,2023-06-06,16770724,
Afghanistan,AFG,2023-06-11,16978090,
Afghanistan,AFG,2023-06-13,16987158,
Afghanistan,AFG,2023-06-18,17166330,
Afghanistan,AFG,2023-06-20,17231834,
Afghanistan,AFG,2023-06-27,17283424,
Afghanistan,AFG,2023-07-04,17340211,
Afghanistan,AFG,2023-07-09,17347592,
Afghanistan,AFG,2023-07-11,17397860,
Afghanistan,AFG,2023-07-18,17411376,
Afghanistan,AFG,2023-07-23,17423633,
Afghanistan,AFG,2023-07-25,17487788,
Afghanistan,AFG,2023-07-30,17534742,
Afghanistan,AFG,2023-08-01,17579369,
Afghanistan,AFG,2023-08-06,17613236,
Afghanistan,AFG,2023-08-08,17647645,
Afghanistan,AFG,2023-08-15,17693890,
Afghanistan,AFG,2023-08-20,17752493,
Afghanistan,AFG,2023-08-27,17820309,
Afghanistan,AFG,2023-09-01,17921323,
Afghanistan,AFG,2023-09-05,17931008,
Afghanistan,AFG,2023-09-10,18015551,
Afghanistan,AFG,2023-09-17,18077115,
Afghanistan,AFG,2023-09-19,18148121,
Afghanistan,AFG,2023-09-26,18257599,
Afghanistan,AFG,2023-10-08,18293462,
Afghanistan,AFG,2023-10-16,18385310,
Afghanistan,AFG,2023-10-24,18526070,
Afghanistan,AFG,2023-11-05,18538266,
Afghanistan,AFG,2023-11-07,18618143,
Afghanistan,AFG,2023-11-14,18817341,
Afghanistan,AFG,2023-11-26,18896999,
Africa,,2021-01-09,0,
Africa,,2021-01-10,0,
Africa,,2021-01-11,0,
Africa,,2021-01-12,0,
Africa,,2021-01-13,2000,
Africa,,2021-01-14,2000,
Africa,,2021-01-15,4000,
Africa,,2021-01-16,7000,
Africa,,2021-01-17,7000,
Africa,,2021-01-18,7000,
Africa,,2021-01-19,10976,
Africa,,2021-01-20,13163,
Africa,,2021-01-21,13163,
Africa,,2021-01-22,16890,
Africa,,2021-01-23,18353,
Africa,,2021-01-24,18353,
Africa,,2021-01-25,19889,
Africa,,2021-01-26,22712,
Africa,,2021-01-27,25587,
Africa,,2021-01-28,28779,
Africa,,2021-01-29,30861,
Africa,,2021-01-30,32206,
Africa,,2021-01-31,32206,
Africa,,2021-02-01,36631,
Africa,,2021-02-02,37836,
Africa,,2021-02-03,38746,
Africa,,2021-02-04,38746,
Africa,,2021-02-05,38746,
Africa,,2021-02-06,39248,
Africa,,2021-02-07,39248,
Africa,,2021-02-08,39373,
Africa,,2021-02-09,39382,
Africa,,2021-02-10,39385,
Africa,,2021-02-11,39611,
Africa,,2021-02-12,39611,
Africa,,2021-02-13,43458,
Africa,,2021-02-14,43458,
Africa,,2021-02-15,43467,
Africa,,2021-02-16,43474,
Africa,,2021-02-17,47134,
Africa,,2021-02-18,50215,
Africa,,2021-02-19,2487572,
Africa,,2021-02-20,2581895,
Africa,,2021-02-21,2588660,
Africa,,2021-02-22,2700632,
Africa,,2021-02-23,2799750,
Africa,,2021-02-24,3091099,
Africa,,2021-02-25,3367981,
Africa,,2021-02-26,3557825,
Africa,,2021-02-27,3681069,
Africa,,2021-02-28,3688796,
Africa,,2021-03-01,3834895,
Africa,,2021-03-02,3934943,
Africa,,2021-03-03,4039134,
Africa,,2021-03-04,4132764,
Africa,,2021-03-05,4283815,
Africa,,2021-03-06,4409872,
Africa,,2021-03-07,4450882,
Africa,,2021-03-08,4724802,
Africa,,2021-03-09,4799463,
Africa,,2021-03-10,5002177,
Africa,,2021-03-11,5072638,
Africa,,2021-03-12,5129777,
Africa,,2021-03-13,5286646,
Africa,,2021-03-14,5303169,
Africa,,2021-03-15,5400064,
Africa,,2021-03-16,5441219,
Africa,,2021-03-17,5487833,
Africa,,2021-03-18,5675022,
Africa,,2021-03-19,5746851,
Africa,,2021-03-20,5768178,
Africa,,2021-03-21,5789726,
Africa,,2021-03-22,5818325,
Africa,,2021-03-23,5892540,
Africa,,2021-03-24,6573493,
Africa,,2021-03-25,6633967,
Africa,,2021-03-26,6739396,
Africa,,2021-03-27,6963287,
Africa,,2021-03-28,7219473,
Africa,,2021-03-29,7306239,
Africa,,2021-03-30,7387591,
Africa,,2021-03-31,7745077,
Africa,,2021-04-01,7901390,
Africa,,2021-04-02,7978373,
Africa,,2021-04-03,8061917,
Africa,,2021-04-04,8132039,
Africa,,2021-04-05,8227187,
Africa,,2021-04-06,8521870,
Africa,,2021-04-07,8839889,
Africa,,2021-04-08,9528531,
Africa,,2021-04-09,9655739,
Africa,,2021-04-10,9777098,
Africa,,2021-04-11,9912181,
Africa,,2021-04-12,10023098,
Africa,,2021-04-13,10125649,
Africa,,2021-04-14,10461361,
Africa,,2021-04-15,10566041,
Africa,,2021-04-16,10763273,
Africa,,2021-04-17,11054635,
Africa,,2021-04-18,11602017,
Africa,,2021-04-19,11797570,
Africa,,2021-04-20,11948593,
Africa,,2021-04-21,12156917,
Africa,,2021-04-22,12230662,
Africa,,2021-04-23,12396061,
Africa,,2021-04-24,12454391,
Africa,,2021-04-25,12520417,
Africa,,2021-04-26,12604522,
Africa,,2021-04-27,12746364,
Africa,,2021-04-28,13765816,
Africa,,2021-04-29,13863896,
Africa,,2021-04-30,13988174,
Africa,,2021-05-01,14102882,
Africa,,2021-05-02,14151042,
Africa,,2021-05-03,14294356,
Africa,,2021-05-04,14534058,
Africa,,2021-05-05,14750879,
Africa,,2021-05-06,14884555,
Africa,,2021-05-07,15433664,
Africa,,2021-05-08,15587001,
Africa,,2021-05-09,16063512,
Africa,,2021-05-10,16498947,
Africa,,2021-05-11,16908217,
Africa,,2021-05-12,17830589,
Africa,,2021-05-13,17994421,
Africa,,2021-05-14,18156406,
Africa,,2021-05-15,18397250,
Africa,,2021-05-16,18481006,
Africa,,2021-05-17,18880692,
Africa,,2021-05-18,19509041,
Africa,,2021-05-19,19970431,
Africa,,2021-05-20,20334856,
Africa,,2021-05-21,20849019,
Africa,,2021-05-22,21569557,
Africa,,2021-05-23,21770774,
Africa,,2021-05-24,22217011,
Africa,,2021-05-25,22769168,
Africa,,2021-05-26,23002547,
Africa,,2021-05-27,23189766,
Africa,,2021-05-28,23332951,
Africa,,2021-05-29,23858761,
Africa,,2021-05-30,24062769,
Africa,,2021-05-31,24926439,
Africa,,2021-06-01,25482397,
Africa,,2021-06-02,25770563,
Africa,,2021-06-03,26112569,
Africa,,2021-06-04,26232053,
Africa,,2021-06-05,26347761,
Africa,,2021-06-06,26396544,
Africa,,2021-06-07,26676319,
Africa,,2021-06-08,27215521,
Africa,,2021-06-09,27820572,
Africa,,2021-06-10,28077162,
Africa,,2021-06-11,28231006,
Africa,,2021-06-12,28413979,
Africa,,2021-06-13,28458376,
Africa,,2021-06-14,28860050,
Africa,,2021-06-15,29125535,
Africa,,2021-06-16,29244880,
Africa,,2021-06-17,29389014,
Africa,,2021-06-18,29506176,
Africa,,2021-06-19,29541101,
Africa,,2021-06-20,30098810,
Africa,,2021-06-21,30444446,
Africa,,2021-06-22,30509159,
Africa,,2021-06-23,30909025,
Africa,,2021-06-24,31702143,
Africa,,2021-06-25,31895057,
Africa,,2021-06-26,31954274,
Africa,,2021-06-27,32145559,
Africa,,2021-06-28,32594093,
Africa,,2021-06-29,32770029,
Africa,,2021-06-30,33058603,
Africa,,2021-07-01,33270436,
Africa,,2021-07-02,33359665,
Africa,,2021-07-03,33567397,
Africa,,2021-07-04,33734678,
Africa,,2021-07-05,34324823,
Africa,,2021-07-06,34636399,
Africa,,2021-07-07,34816728,
Africa,,2021-07-08,34989881,
Africa,,2021-07-09,35193060,
Africa,,2021-07-10,35272659,
Africa,,2021-07-11,35345253,
Africa,,2021-07-12,36055504,
Africa,,2021-07-13,36429856,
Africa,,2021-07-14,36599976,
Africa,,2021-07-15,37443435,
Africa,,2021-07-16,37519051,
Africa,,2021-07-17,37647144,
Africa,,2021-07-18,37822779,
Africa,,2021-07-19,38559285,
Africa,,2021-07-20,38814424,
Africa,,2021-07-21,38880894,
Africa,,2021-07-22,39637542,
Africa,,2021-07-23,39917571,
Africa,,2021-07-24,40074282,
Africa,,2021-07-25,40442622,
Africa,,2021-07-26,40865863,
Africa,,2021-07-27,41740008,
Africa,,2021-07-28,42306987,
Africa,,2021-07-29,43143301,
Africa,,2021-07-30,43436826,
Africa,,2021-07-31,43565968,
Africa,,2021-08-01,43725542,
Africa,,2021-08-02,44396494,
Africa,,2021-08-03,45907067,
Africa,,2021-08-04,46198560,
Africa,,2021-08-05,46785160,
Africa,,2021-08-06,47010859,
Africa,,2021-08-07,47272050,
Africa,,2021-08-08,47853640,
Africa,,2021-08-09,49221904,
Africa,,2021-08-10,49587594,
Africa,,2021-08-11,49971920,
Africa,,2021-08-12,51008984,
Africa,,2021-08-13,51827012,
Africa,,2021-08-14,52019730,
Africa,,2021-08-15,52243025,
Africa,,2021-08-16,53970906,
Africa,,2021-08-17,54328536,
Africa,,2021-08-18,55077531,
Africa,,2021-08-19,55928499,
Africa,,2021-08-20,60148898,
Africa,,2021-08-21,60301362,
Africa,,2021-08-22,60539852,
Africa,,2021-08-23,61236899,
Africa,,2021-08-24,61801871,
Africa,,2021-08-25,63944392,
Africa,,2021-08-26,64150537,
Africa,,2021-08-27,65929460,
Africa,,2021-08-28,66379848,
Africa,,2021-08-29,67261709,
Africa,,2021-08-30,67658096,
Africa,,2021-08-31,68497000,
Africa,,2021-09-01,69976160,
Africa,,2021-09-02,70191354,
Africa,,2021-09-03,70534148,
Africa,,2021-09-04,72296590,
Africa,,2021-09-05,73927419,
Africa,,2021-09-06,74716110,
Africa,,2021-09-07,75058567,
Africa,,2021-09-08,75251005,
Africa,,2021-09-09,76002557,
Africa,,2021-09-10,76710475,
Africa,,2021-09-11,77272943,
Africa,,2021-09-12,78698810,
Africa,,2021-09-13,79032460,
Africa,,2021-09-14,80022007,
Africa,,2021-09-15,81305026,
Africa,,2021-09-16,82050942,
Africa,,2021-09-17,82205865,
Africa,,2021-09-18,82316505,
Africa,,2021-09-19,83966107,
Africa,,2021-09-20,84379764,
Africa,,2021-09-21,84821352,
Africa,,2021-09-22,86754885,
Africa,,2021-09-23,88597131,
Africa,,2021-09-24,88887086,
Africa,,2021-09-25,89739536,
Africa,,2021-09-26,90266517,
Africa,,2021-09-27,91591963,
Africa,,2021-09-28,92115017,
Africa,,2021-09-29,92341909,
Africa,,2021-09-30,93629275,
Africa,,2021-10-01,93894642,
Africa,,2021-10-02,94436873,
Africa,,2021-10-03,94753272,
Africa,,2021-10-04,94810120,
Africa,,2021-10-05,95137567,
Africa,,2021-10-06,96178402,
Africa,,2021-10-07,97672857,
Africa,,2021-10-08,101108623,
Africa,,2021-10-09,101532691,
Africa,,2021-10-10,101709212,
Africa,,2021-10-11,101976640,
Africa,,2021-10-12,102228597,
Africa,,2021-10-13,103284568,
Africa,,2021-10-14,104801489,
Africa,,2021-10-15,105455304,
Africa,,2021-10-16,105498376,
Africa,,2021-10-17,107800482,
Africa,,2021-10-18,108775932,
Africa,,2021-10-19,109286800,
Africa,,2021-10-20,110412099,
Africa,,2021-10-21,112257195,
Africa,,2021-10-22,112467515,
Africa,,2021-10-23,114483431,
Africa,,2021-10-24,115318166,
Africa,,2021-10-25,115544720,
Africa,,2021-10-26,116472240,
Africa,,2021-10-27,116658994,
Africa,,2021-10-28,118429867,
Africa,,2021-10-29,120094541,
Africa,,2021-10-30,120630098,
Africa,,2021-10-31,122001362,
Africa,,2021-11-01,122691032,
Africa,,2021-11-02,123401709,
Africa,,2021-11-03,123704323,
Africa,,2021-11-04,125649818,
Africa,,2021-11-05,125793512,
Africa,,2021-11-06,126953294,
Africa,,2021-11-07,127479738,
Africa,,2021-11-08,127764408,
Africa,,2021-11-09,127986876,
Africa,,2021-11-10,131593036,
Africa,,2021-11-11,133039867,
Africa,,2021-11-12,133275680,
Africa,,2021-11-13,134254729,
Africa,,2021-11-14,134730525,
Africa,,2021-11-15,135238070,
Africa,,2021-11-16,135397014,
Africa,,2021-11-17,135824686,
Africa,,2021-11-18,137847964,
Africa,,2021-11-19,138010888,
Africa,,2021-11-20,140193207,
Africa,,2021-11-21,141200922,
Africa,,2021-11-22,142014066,
Africa,,2021-11-23,142895278,
Africa,,2021-11-24,144818452,
Africa,,2021-11-25,145689988,
Africa,,2021-11-26,146661850,
Africa,,2021-11-27,147186035,
Africa,,2021-11-28,149485044,
Africa,,2021-11-29,150710718,
Africa,,2021-11-30,151822183,
Africa,,2021-12-01,152229889,
Africa,,2021-12-02,153353462,
Africa,,2021-12-03,154505406,
Africa,,2021-12-04,156281312,
Africa,,2021-12-05,157016959,
Africa,,2021-12-06,159797624,
Africa,,2021-12-07,160134644,
Africa,,2021-12-08,162245882,
Africa,,2021-12-09,166374173,
Africa,,2021-12-10,166733214,
Africa,,2021-12-11,168507253,
Africa,,2021-12-12,169656513,
Africa,,2021-12-13,170161872,
Africa,,2021-12-14,171633395,
Africa,,2021-12-15,172627799,
Africa,,2021-12-16,173057276,
Africa,,2021-12-17,173193899,
Africa,,2021-12-18,174295104,
Africa,,2021-12-19,174592514,
Africa,,2021-12-20,178524442,
Africa,,2021-12-21,178928835,
Africa,,2021-12-22,179954832,
Africa,,2021-12-23,183656211,
Africa,,2021-12-24,184863102,
Africa,,2021-12-25,184899383,
Africa,,2021-12-26,185759528,
Africa,,2021-12-27,186495364,
Africa,,2021-12-28,190127337,
Africa,,2021-12-29,190270163,
Africa,,2021-12-30,190900159,
Africa,,2021-12-31,193644216,
Africa,,2022-01-01,193994506,
Africa,,2022-01-02,194358392,
Africa,,2022-01-03,194573320,
Africa,,2022-01-04,197140515,
Africa,,2022-01-05,197448679,
Africa,,2022-01-06,198356123,
Africa,,2022-01-07,198768916,
Africa,,2022-01-08,199724698,
Africa,,2022-01-09,201000883,
Africa,,2022-01-10,204711771,
Africa,,2022-01-11,204767420,
Africa,,2022-01-12,205132629,
Africa,,2022-01-13,205564257,
Africa,,2022-01-14,206240647,
Africa,,2022-01-15,207399834,
Africa,,2022-01-16,208033371,
Africa,,2022-01-17,209806806,
Africa,,2022-01-18,211215266,
Africa,,2022-01-19,212091351,
Africa,,2022-01-20,212288196,
Africa,,2022-01-21,214246378,
Africa,,2022-01-22,214925282,
Africa,,2022-01-23,216440103,
Africa,,2022-01-24,216982677,
Africa,,2022-01-25,217037332,
Africa,,2022-01-26,217545879,
Africa,,2022-01-27,217880824,
Africa,,2022-01-28,218662604,
Africa,,2022-01-29,219629725,
Africa,,2022-01-30,220185740,
Africa,,2022-01-31,220590244,
Africa,,2022-02-01,220708982,
Africa,,2022-02-02,222475733,
Africa,,2022-02-03,222610969,
Africa,,2022-02-04,222994367,
Africa,,2022-02-05,223315124,
Africa,,2022-02-06,224447034,
Africa,,2022-02-07,226472714,
Africa,,2022-02-08,226725408,
Africa,,2022-02-09,227615678,
Africa,,2022-02-10,228385665,
Africa,,2022-02-11,228981144,
Africa,,2022-02-12,229162244,
Africa,,2022-02-13,229361165,
Africa,,2022-02-14,229581609,
Africa,,2022-02-15,232271924,
Africa,,2022-02-16,232993084,
Africa,,2022-02-17,233863703,
Africa,,2022-02-18,235367605,
Africa,,2022-02-19,237879356,
Africa,,2022-02-20,240384386,
Africa,,2022-02-21,245122690,
Africa,,2022-02-22,247019979,
Africa,,2022-02-23,247747118,
Africa,,2022-02-24,249256623,
Africa,,2022-02-25,251009550,
Africa,,2022-02-26,252613681,
Africa,,2022-02-27,255090863,
Africa,,2022-02-28,255746285,
Africa,,2022-03-01,256405383,
Africa,,2022-03-02,257315998,
Africa,,2022-03-03,257452789,
Africa,,2022-03-04,258215783,
Africa,,2022-03-05,260218903,
Africa,,2022-03-06,261081484,
Africa,,2022-03-07,261187133,
Africa,,2022-03-08,262274520,
Africa,,2022-03-09,263594611,
Africa,,2022-03-10,263919494,
Africa,,2022-03-11,264450007,
Africa,,2022-03-12,264455058,
Africa,,2022-03-13,266957900,
Africa,,2022-03-14,267115632,
Africa,,2022-03-15,269932312,
Africa,,2022-03-16,270012578,
Africa,,2022-03-17,270643928,
Africa,,2022-03-18,271850144,
Africa,,2022-03-19,271875034,
Africa,,2022-03-20,272941426,
Africa,,2022-03-21,273295131,
Africa,,2022-03-22,273449774,
Africa,,2022-03-23,273963349,
Africa,,2022-03-24,275049745,
Africa,,2022-03-25,275457722,
Africa,,2022-03-26,275551831,
Africa,,2022-03-27,277543513,
Africa,,2022-03-28,277603510,
Africa,,2022-03-29,278455537,
Africa,,2022-03-30,278597088,
Africa,,2022-03-31,279301078,
Africa,,2022-04-01,279961399,
Africa,,2022-04-02,280044242,
Africa,,2022-04-03,280123773,
Africa,,2022-04-04,280467661,
Africa,,2022-04-05,280507523,
Africa,,2022-04-06,280598369,
Africa,,2022-04-07,282444304,
Africa,,2022-04-08,282604927,
Africa,,2022-04-09,283942361,
Africa,,2022-04-10,285061876,
Africa,,2022-04-11,285100357,
Africa,,2022-04-12,285900319,
Africa,,2022-04-13,285921286,
Africa,,2022-04-14,285960671,
Africa,,2022-04-15,285981208,
Africa,,2022-04-16,285994983,
Africa,,2022-04-17,286000207,
Africa,,2022-04-18,286013894,
Africa,,2022-04-19,286026136,
Africa,,2022-04-20,286041427,
Africa,,2022-04-21,286068963,
Africa,,2022-04-22,286093026,
Africa,,2022-04-23,286460086,
Africa,,2022-04-24,286840759,
Africa,,2022-04-25,286850251,
Africa,,2022-04-26,295480670,
Africa,,2022-04-27,295510368,
Africa,,2022-04-28,295532821,
Africa,,2022-04-29,295560827,
Africa,,2022-04-30,295750921,
Africa,,2022-05-01,297697478,
Africa,,2022-05-02,297701936,
Africa,,2022-05-03,297707275,
Africa,,2022-05-04,297769765,
Africa,,2022-05-05,297795614,
Africa,,2022-05-06,297832073,
Africa,,2022-05-07,297862577,
Africa,,2022-05-08,303978381,
Africa,,2022-05-09,303986522,
Africa,,2022-05-10,304032124,
Africa,,2022-05-11,304080460,
Africa,,2022-05-12,304139361,
Africa,,2022-05-13,304181143,
Africa,,2022-05-14,304367508,
Africa,,2022-05-15,304854890,
Africa,,2022-05-16,304892765,
Africa,,2022-05-17,304924599,
Africa,,2022-05-18,305001564,
Africa,,2022-05-19,305033016,
Africa,,2022-05-20,305068225,
Africa,,2022-05-21,305098346,
Africa,,2022-05-22,307748342,
Africa,,2022-05-23,307759771,
Africa,,2022-05-24,307787254,
Africa,,2022-05-25,307811674,
Africa,,2022-05-26,307865405,
Africa,,2022-05-27,307889582,
Africa,,2022-05-28,307910271,
Africa,,2022-05-29,308590052,
Africa,,2022-05-30,310524917,
Africa,,2022-05-31,310544314,
Africa,,2022-06-01,310634571,
Africa,,2022-06-02,310653017,
Africa,,2022-06-03,310673185,
Africa,,2022-06-04,310689654,
Africa,,2022-06-05,312969193,
Africa,,2022-06-06,312970181,
Africa,,2022-06-07,312985163,
Africa,,2022-06-08,313004746,
Africa,,2022-06-09,313022416,
Africa,,2022-06-10,313039664,
Africa,,2022-06-11,313056475,
Africa,,2022-06-12,313074432,
Africa,,2022-06-13,313288522,
Africa,,2022-06-14,313304046,
Africa,,2022-06-15,313332737,
Africa,,2022-06-16,313351212,
Africa,,2022-06-17,313356925,
Africa,,2022-06-18,313368923,
Africa,,2022-06-19,321810727,
Africa,,2022-06-20,321811293,
Africa,,2022-06-21,321834749,
Africa,,2022-06-22,321850042,
Africa,,2022-06-23,321864486,
Africa,,2022-06-24,321876668,
Africa,,2022-06-25,321885732,
Africa,,2022-06-26,324891361,
Africa,,2022-06-27,325330682,
Africa,,2022-06-28,325404752,
Africa,,2022-06-29,327529438,
Africa,,2022-06-30,327543858,
Africa,,2022-07-01,327556313,
Africa,,2022-07-02,327565499,
Africa,,2022-07-03,331024403,
Africa,,2022-07-04,331030635,
Africa,,2022-07-05,331376282,
Africa,,2022-07-06,331381905,
Africa,,2022-07-07,331413429,
Africa,,2022-07-08,331420176,
Africa,,2022-07-09,331428096,
Africa,,2022-07-10,340919270,
Africa,,2022-07-11,340922117,
Africa,,2022-07-12,340927829,
Africa,,2022-07-13,340935728,
Africa,,2022-07-14,340943270,
Africa,,2022-07-15,340947786,
Africa,,2022-07-16,341195556,
Africa,,2022-07-17,346308855,
Africa,,2022-07-18,346315460,
Africa,,2022-07-19,346805946,
Africa,,2022-07-20,346815359,
Africa,,2022-07-21,346826976,
Africa,,2022-07-22,346835314,
Africa,,2022-07-23,346842374,
Africa,,2022-07-24,349269538,
Africa,,2022-07-25,349271070,
Africa,,2022-07-26,349279652,
Africa,,2022-07-27,349718054,
Africa,,2022-07-28,349725508,
Africa,,2022-07-29,349731925,
Africa,,2022-07-30,349740228,
Africa,,2022-07-31,363568852,
Africa,,2022-08-01,363570814,
Africa,,2022-08-02,363580705,
Africa,,2022-08-03,363587001,
Africa,,2022-08-04,363592604,
Africa,,2022-08-05,363598110,
Africa,,2022-08-06,363603098,
Africa,,2022-08-07,373957424,
Africa,,2022-08-08,373957684,
Africa,,2022-08-09,373969743,
Africa,,2022-08-10,373971450,
Africa,,2022-08-11,373977575,
Africa,,2022-08-12,373983437,
Africa,,2022-08-13,373989800,
Africa,,2022-08-14,379498052,
Africa,,2022-08-15,379867677,
Africa,,2022-08-16,379874499,
Africa,,2022-08-17,379883567,
Africa,,2022-08-18,379890026,
Africa,,2022-08-19,379896964,
Africa,,2022-08-20,379903090,
Africa,,2022-08-21,384555755,
Africa,,2022-08-22,384560296,
Africa,,2022-08-23,384565481,
Africa,,2022-08-24,384574090,
Africa,,2022-08-25,384580872,
Africa,,2022-08-26,384585015,
Africa,,2022-08-27,384590947,
Africa,,2022-08-28,387056274,
Africa,,2022-08-29,387106251,
Africa,,2022-08-30,387273626,
Africa,,2022-08-31,387277313,
Africa,,2022-09-01,387280919,
Africa,,2022-09-02,387284525,
Africa,,2022-09-03,387287584,
Africa,,2022-09-04,393803223,
Africa,,2022-09-05,393803424,
Africa,,2022-09-06,393806486,
Africa,,2022-09-07,393810122,
Africa,,2022-09-08,393818904,
Africa,,2022-09-09,393822494,
Africa,,2022-09-10,393826667,
Africa,,2022-09-11,394620746,
Africa,,2022-09-12,394880665,
Africa,,2022-09-13,394911692,
Africa,,2022-09-14,394915642,
Africa,,2022-09-15,394919545,
Africa,,2022-09-16,394923380,
Africa,,2022-09-17,394923380,
Africa,,2022-09-18,400144658,
Africa,,2022-09-19,400144754,
Africa,,2022-09-20,400151455,
Africa,,2022-09-21,400154837,
Africa,,2022-09-22,400161943,
Africa,,2022-09-23,400165699,
Africa,,2022-09-24,400170701,
Africa,,2022-09-25,404575936,
Africa,,2022-09-26,404580146,
Africa,,2022-09-27,404735914,
Africa,,2022-09-28,404740321,
